hive_metric
AP_enroll_failure_core
AP_enroll_start_core
AP_enroll_submit_core
AP_enroll_success_core
AP_manage_failure
AP_manage_start
AP_manage_success
CPNI_cancel
CPNI_failure
CPNI_failure_IMEI
CPNI_failure_email
CPNI_failure_mac_address
CPNI_failure_security_code
CPNI_start_modalView
CPNI_start_pageView
CPNI_submit
CPNI_submit_IMEI
CPNI_submit_email
CPNI_submit_mac_address
CPNI_submit_security_code
CPNI_success
CPNI_success_IMEI
CPNI_success_email
CPNI_success_mac_address
CPNI_success_security_code
OTP_failure_core_full
OTP_failure_core_quickPay
OTP_failure_legacy
OTP_failure_mobile_full
OTP_failure_mobile_quickPay
OTP_start_core_full
OTP_start_core_quickPay
OTP_start_legacy
OTP_start_mobile_full
OTP_start_mobile_quickPay
OTP_submit_core_full
OTP_submit_core_quickPay
OTP_submit_legacy
OTP_submit_mobile_full
OTP_submit_mobile_quickPay
OTP_success_core_full
OTP_success_core_quickPay
OTP_success_legacy
OTP_success_mobile_full
OTP_success_mobile_quickPay
device_make_payment_failure
device_make_payment_start
device_make_payment_submit
device_make_payment_success
login_attempt
login_failure
login_success
mobile_activation_activation_complete
mobile_activation_activation_in_progress
mobile_activation_transfer_in_progress
mobile_activation_unable_to_activate
mobile_activation_unable_to_transfer
page_load_billing
page_load_billing_hot_2000
page_load_billing_hot_3000
page_load_home
page_load_home_hot_2000
page_load_home_hot_3000
payment_method_add_failure_mobile
payment_method_add_success_mobile
payment_method_delete_failure_mobile
payment_method_delete_success_mobile
payment_method_edit_failure_mobile
payment_method_edit_success_mobile
