hive_metric
AP_enroll_abandon_core
CPNI_start
OTP_failure_core
OTP_failure_mobile
OTP_start_core
OTP_start_mobile
OTP_start_modal
OTP_submit_core
OTP_submit_mobile
OTP_success_core
OTP_success_mobile
mobile_activation_transfer_complete
mobile_change_plan_start
mobile_confirm_change_plan
mobile_device_upgrade
mobile_success_change_plan
mobile_tier_upgrade_review
mobile_tier_upgrade_start
mobile_tier_upgrade_submit
mobile_tier_upgrade_success
portals_csat_submit_rating_1_very_dissatisfied
portals_csat_submit_rating_2_dissatisfied
portals_csat_submit_rating_3_neutral
portals_csat_submit_rating_4_satisfied
portals_csat_submit_rating_5_very_satisfied
