TRUE		install_wifi_profile_start	Install Wifi Profile Starts	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(state__view__current_page__page_name) = LOWER('accountHome')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('wifiProfile')
TRUE		install_wifi_profile_success	Install Wifi Profile Successes	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(state__view__current_page__page_name) = LOWER('spectrumWiFiProfileResponse')
TRUE		internet_services_connected_experiencing_issues	Internet Services Connected Experiencing Issues	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction') 	LOWER(state__view__current_page__elements__standardized_name) IN (LOWER('internetConnectIssues'),LOWER('internetTroubleshoot'))
TRUE		internet_services_connection_issue_troubleshoot	Internet Services Connection Issue Troubleshoot	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction') 	LOWER(state__view__current_page__elements__standardized_name) IN (LOWER('internetConnectIssues'),LOWER('internetTroubleshoot'))
TRUE		login_success	Login Success	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('loginStop')
TRUE		login_failure	Logion Failure	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('loginStop')
TRUE		manual_reset_failures	Manual Reset Failures	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__page_name) = LOWER('manualReset')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('manualResetContinue')
TRUE		manual_reset_starts	Manual Reset Starts	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__page_name) = LOWER('manualReset')
TRUE		manual_reset_success	Manual Reset Success	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__page_name) IN (LOWER('internetTSManualReset'),LOWER('internetManualReset'))	LOWER(state__view__current_page__elements__standardized_name) = LOWER('internetManualResetResolved')
TRUE		internet_modem_reset_failures	Modem Reset Failures Internet	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__current_page__page_name) = LOWER('internetTab')	LOWER(state__view__modal__name) = LOWER('resetmodemfail-modal')
TRUE		tv_modem_reset_failures	Modem Reset Failures TV	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__current_page__page_name) = LOWER('tvTab')	LOWER(state__view__modal__name) = LOWER('resetmodemfail-modal')
TRUE		voice_modem_reset_failures	Modem Reset Failures Voice	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__current_page__page_name) = LOWER('voiceTab')	LOWER(state__view__modal__name) = LOWER('resetmodemfail-modal')
TRUE		internet_modem_reset_successes	Modem Reset Successes Internet	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(state__view__current_page__page_name) = LOWER('internetResettingEquip')	LOWER(application__api__api_name) = LOWER('equipmentV1ModemReset')	LOWER(state__view__previous_page__page_name) IN (LOWER('equipmentHome'),LOWER('internetTab'))	(application__api__response_code RLIKE '2.*' OR application__api__response_code = '429')
TRUE		tv_modem_reset_successes	Modem Reset Successes TV	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(state__view__current_page__page_name) = LOWER('internetResettingEquip')	LOWER(application__api__api_name) = LOWER('equipmentV1ModemReset')	LOWER(state__view__previous_page__page_name) IN (LOWER('tvTab'))	(application__api__response_code RLIKE '2.*' OR application__api__response_code = '429')
TRUE		voice_modem_reset_successes	Modem Reset Successes Voice	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__modal__name) = LOWER('internetresetsuccess-modal')	LOWER(state__view__current_page__page_name) = LOWER('voiceTab')
TRUE		internet_modem_router_reset_starts	Modem Router Reset Starts Internet	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('internetResetEquip')	state__view__current_page__page_name IN (LOWER('equipmentHome'),LOWER('internetTab'))
TRUE		tv_modem_router_reset_starts	Modem Router Reset Starts TV	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('internetResetEquip')	state__view__current_page__page_name IN (LOWER('tvTab'))
TRUE		voice_modem_router_reset_starts	Modem Router Reset Starts Voice	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('internetResetEquip')	LOWER(state__view__current_page__page_name) IN (LOWER('voiceTab'))
TRUE		moving	Moving	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('movingButton')
TRUE		one_time_payment_failure	One Time Payment Failure	MySpectrum	Billing		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__page_name) IN (LOWER('payUnsuccess'),LOWER('payUnsuccessAutoPay'))
TRUE		one_time_payment_start	One Time Payment Start	MySpectrum	Billing		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('makePaymentButton')
TRUE		one_time_payment_success	One Time Payment Success	MySpectrum	Billing		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__page_name) IN (LOWER('paySuccess'),LOWER('paySuccessAutoPay'))
TRUE		page_views	Page Views	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')
TRUE		quick_tutorial	Quick Tutorial	MySpectrum	Support		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('appTutorialButton')
TRUE		rescheduled_appointments	Rescheduled Appointments	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(application__api__path) = LOWER('/care/api/v1/appointment/reschedule') 	application__api__response_code RLIKE '2.*'
TRUE		internet_router_reset_failures	Router Reset Failures Internet	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__modal__name) = LOWER('resetrouterfail-modal')	LOWER(state__view__previous_page__page_name) IN (LOWER('internetTab'),LOWER('equipmentHome'))	LOWER(state__view__current_page__page_name) <> LOWER('voiceTab')
TRUE		tv_router_reset_failures	Router Reset Failures TV	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__current_page__page_name) = LOWER('tvTab')	LOWER(state__view__modal__name) = LOWER('resetrouterfail-modal')
TRUE		voice_router_reset_failures	Router Reset Failures Voice	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('modalView')	LOWER(state__view__current_page__page_name) = LOWER('voiceTab')	LOWER(state__view__modal__name) = LOWER('resetrouterfail-modal')
TRUE		internet_router_reset_successes	Router Reset Successes Internet	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(state__view__current_page__page_name) = LOWER('internetResettingEquip')	LOWER(application__api__api_name) = LOWER('equipmentV1RouterReset')	LOWER(state__view__previous_page__page_name) IN (LOWER('equipmentHome'),LOWER('internetTab'))	(application__api__response_code RLIKE '2.*' OR application__api__response_code = '429')
TRUE		tv_router_reset_successes	Router Reset Successes TV	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(state__view__current_page__page_name) = LOWER('internetResettingEquip')	LOWER(application__api__api_name) = LOWER('equipmentV1RouterReset')	LOWER(state__view__previous_page__page_name) IN (LOWER('tvTab'))	(application__api__response_code RLIKE '2.*' OR application__api__response_code = '429')
TRUE		voice_router_reset_successes	Router Reset Successes Voice	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(state__view__current_page__page_name) = LOWER('internetResettingEquip')	LOWER(application__api__api_name) = LOWER('equipmentV1RouterReset')	LOWER(state__view__previous_page__page_name) IN (LOWER('voiceTab'))	(application__api__response_code RLIKE '2.*' OR application__api__response_code = '429')
TRUE		service_call_failures	Service Call Failures	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('apiCall')	LOWER(application__api__response_code) NOT RLIKE '2.*'	application__api__response_code <> '429'
TRUE		services_tab_views	Services Tab Views	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__page_name) IN (LOWER('internetTab'),LOWER('voiceTab'),LOWER('tvTab'))
TRUE		session_start	Session Starts	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('startSession')
TRUE		site_unique	Site Unique Values	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')
TRUE		support_button	Support Button	MySpectrum	Homepage/Nav		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('supportHome')
TRUE		support_page_views	Support Page Views	MySpectrum	Support		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__app_section) = LOWER('support')
TRUE		support_view	Support View	MySpectrum	Support		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__page_name) = LOWER('supportHome')
TRUE		view_statement	View Statement	MySpectrum	Billing		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('pageView')	LOWER(state__view__current_page__page_name) = LOWER('statementDetail')
TRUE		wifi_password_views	Wifi Password Views	MySpectrum	Equipment		LOWER(visit__application_details__application_name) = LOWER('MySpectrum')	LOWER(message__name) = LOWER('selectAction')	LOWER(state__view__current_page__elements__standardized_name) = LOWER('internetShowPassword')
FALSE		account_view	Account View	MySpectrum_adobe			message__name IN ('Account View')
FALSE		autopay_enroll_failure	AutoPay Enroll Failure	MySpectrum_adobe			message__name RLIKE 'AMACTION:AddAutoPay Svc Call Failure-.*'	message__category = 'Custom Link'
FALSE		autopay_enroll_radio_toggle	AutoPay Enroll Radio Toggle	MySpectrum_adobe			message__name IN ('AMACTION:Payment View Auto Pay Enabled Trigger')
FALSE		autopay_enroll_success	AutoPay Enroll Success	MySpectrum_adobe			message__name IN ('AMACTION:AddAutoPay Svc Call Success')
FALSE		bill_pay_view	Bill Pay View	MySpectrum_adobe			message__name IN ('Bill Pay View')
FALSE		call_support	Call Support	MySpectrum_adobe			message__name IN ('AMACTION:Call Support Trigger')
FALSE		cancelled_appointments	Cancelled Appointments	MySpectrum_adobe			message__name IN ('AMACTION:CancelAppointment Svc Call Success')
FALSE		crashes	Crashes	MySpectrum_adobe			visit__application_details__referrer_link RLIKE '.*200.*'
FALSE		crashes_android	Crashes Android	MySpectrum_adobe			visit__application_details__app_version RLIKE 'Android.*'	visit__application_details__referrer_link RLIKE '.*200.*'
FALSE		crashes_ios	Crashes iOS	MySpectrum_adobe			visit__application_details__app_version RLIKE 'iOS.*'	visit__application_details__referrer_link RLIKE '.*200.*'
FALSE		create_username_flow_failure	Create Username Flow Failure	MySpectrum_adobe			message__name RLIKE 'AMACTION:Register Svc Call Failure-.*'
FALSE		create_username_flow_start	Create Username Flow Start	MySpectrum_adobe			message__name IN ('AMACTION:app.analytics.tracking.Login.Action.RegisterAccount')	message__category = 'Custom Link'
FALSE		create_username_fow_success	Create Username Flow Success	MySpectrum_adobe			message__name IN ('AMACTION:Register Svc Call Success')
FALSE		dashboard_view	Dashboard View	MySpectrum_adobe			message__name IN ('Dashboard View')
FALSE		equipment_detail_views	Equipment Details Views	MySpectrum_adobe			message__name IN ('Internet Equipment Details View','Voice Equipment Details View')	message__category = 'Page View'
FALSE		equipment_list_view	Equipment List View	MySpectrum_adobe			message__name IN ('Equipment List View')
FALSE		all_equipment_reset_flow_failures	Equipment Reset Flow Failures All	MySpectrum_adobe			message__name IN ('Equipment Internet Reset Failure View','AMACTION:Troubleshoot ProblemNotSolved Trigger','Equipment Voice Reset Failure View','Equipment TV Reset Failure View')
FALSE		internet_equipment_reset_flow_failures	Equipment Reset Flow Failures Internet	MySpectrum_adobe			message__name IN ('Equipment Internet Reset Failure View')
