run	hive_metric	application	version_note	note	start_date	end_date	condition_1	condition_2	condition_3	condition_4	condition_5	condition_6
TRUE	AP_enroll_abandon_core	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStop'	message__feature__feature_name = 'autoPayEnrollment'	message__feature__feature_step_name = 'enrollmentAbandon'
TRUE	AP_manage_failure	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__feature_name = 'autoPayManagement'	operation__success = FALSE
TRUE	AP_manage_failure	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__feature_name = 'autoPayManagement'	operation__success = FALSE
TRUE	AP_manage_start	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStart'	message__feature__feature_name = 'autoPayManagement'
TRUE	AP_manage_start	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStart'	message__feature__feature_name = 'autoPayManagement'
TRUE	AP_manage_start	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'featureStart'	message__feature__feature_name = 'autoPayManagement'
TRUE	AP_manage_success	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStop'	message__feature__feature_name = 'autoPayManagement'	operation__success = TRUE
TRUE	AP_manage_success	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__feature_name = 'autoPayManagement'	operation__success = TRUE
TRUE	AP_manage_success	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__feature_name = 'autoPayManagement'	operation__success = TRUE
TRUE	CPNI_cancel	SMB					visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCancel'
TRUE	CPNI_cancel	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCancel'
TRUE	CPNI_failure	MySpectrum		https://jira.charter.com/browse/XGANALYTIC-26511			visit__application_details__application_name = 'MySpectrum'	message__name in ('modalView', 'pageView')	state__view__modal__name = 'verifyYourAccountFailure' OR state__view__current_page__page_name = 'verificationError'
TRUE	CPNI_failure	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'
TRUE	CPNI_failure	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'
TRUE	CPNI_failure_IMEI	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'IMEI'
TRUE	CPNI_failure_IMEI	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'IMEI'
TRUE	CPNI_failure_email	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'EMAIL'
TRUE	CPNI_failure_email	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'EMAIL'
TRUE	CPNI_failure_mac_address	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'MAC_ADDRESS'
TRUE	CPNI_failure_mac_address	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'MAC_ADDRESS'
TRUE	CPNI_failure_security_code	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'SECURITY_CODE'
TRUE	CPNI_failure_security_code	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountFailure'	state__view__current_page__elements__element_string_value = 'SECURITY_CODE'
TRUE	CPNI_start	MySpectrum		https://jira.charter.com/browse/XGANALYTIC-26511			visit__application_details__application_name = 'MySpectrum'	message__name = 'pageView'	state__view__current_page__page_name = 'verifyYourAccount'
TRUE	CPNI_start_modalView	SMB					visit__application_details__application_name = 'SMB'	message__name = 'modalView'	state__view__modal__name = 'verifyAccountModal'
TRUE	CPNI_start_modalView	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'modalView'	state__view__modal__name = 'verifyAccountModal'
TRUE	CPNI_start_pageView	SMB					visit__application_details__application_name = 'SMB'	message__name = 'pageView'	state__view__current_page__page_name = 'verifyAccountPage'
TRUE	CPNI_start_pageView	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'pageView'	state__view__current_page__page_name = 'verifyAccountPage'
TRUE	CPNI_submit	MySpectrum		https://jira.charter.com/browse/XGANALYTIC-26511			visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name in ('verifyYourAccountCont', 'verifyAccount')
TRUE	CPNI_submit	SMB					visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'
TRUE	CPNI_submit	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'
TRUE	CPNI_submit_IMEI	SMB					visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options, 'IMEI Number')
TRUE	CPNI_submit_IMEI	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options, 'IMEI Number')
TRUE	CPNI_submit_email	SMB					visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options , 'Email')
TRUE	CPNI_submit_email	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options , 'Email')
TRUE	CPNI_submit_mac_address	SMB					visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options , 'MAC Address')
TRUE	CPNI_submit_mac_address	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options, 'MAC Address')
TRUE	CPNI_submit_security_code	SMB					visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options, 'Security Code')
TRUE	CPNI_submit_security_code	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'verifyAccountCont'	array_contains(state__view__current_page__elements__selected_options, 'Security Code')
TRUE	CPNI_success	MySpectrum		https://jira.charter.com/browse/XGANALYTIC-26511			visit__application_details__application_name = 'MySpectrum'	message__name in ('modalView', 'pageView')	state__view__modal__name = 'verifyYourAccountSuccess' OR state__view__current_page__page_name = 'verificationSuccess'
TRUE	CPNI_success	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'
TRUE	CPNI_success	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'
TRUE	CPNI_success_IMEI	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'IMEI'
TRUE	CPNI_success_IMEI	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'IMEI'
TRUE	CPNI_success_email	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'EMAIL'
TRUE	CPNI_success_email	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'EMAIL'
TRUE	CPNI_success_mac_address	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'MAC_ADDRESS'
TRUE	CPNI_success_mac_address	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'MAC_ADDRESS'
TRUE	CPNI_success_security_code	SMB					visit__application_details__application_name = 'SMB'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'SECURITY_CODE'
TRUE	CPNI_success_security_code	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'applicationActivity'	message__event_case_id = 'SPECTRUM_appActivity_verifyAccountSuccess'	state__view__current_page__elements__element_string_value = 'SECURITY_CODE'
TRUE	OTP_failure_core	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name in ('paymentFailure', 'paymentFailureQuickPay')
TRUE	OTP_failure_core_full	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'	message__feature__feature_step_name in ('otpFailure', 'otpApFailure', 'otpNoApFailure', 'otpPaperFailure', 'otpNoPaperFailure')
TRUE	OTP_failure_core_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'	message__feature__feature_step_name in ('otpFailure', 'otpApFailure', 'otpNoApFailure', 'otpPaperFailure', 'otpNoPaperFailure')
TRUE	OTP_failure_core_quickPay	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'	message__feature__feature_step_name in ('otpFailure', 'otpApFailure', 'otpNoApFailure', 'otpPaperFailure', 'otpNoPaperFailure')
TRUE	OTP_failure_core_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'	message__feature__feature_step_name in ('otpFailure', 'otpApFailure', 'otpNoApFailure', 'otpPaperFailure', 'otpNoPaperFailure')
TRUE	OTP_failure_legacy	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'billing'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name in ('paymentFailure', 'paymentWithAutoPayFailure')
TRUE	OTP_failure_legacy	SpecNet					visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'billing'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name in ('paymentFailure', 'paymentWithAutoPayFailure')
TRUE	OTP_failure_mobile	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name = 'mobilePaymentFailure'
TRUE	OTP_failure_mobile_full	SMB	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'	message__feature__feature_step_name = 'otpFailure'
TRUE	OTP_failure_mobile_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'	message__feature__feature_step_name = 'otpFailure'
TRUE	OTP_failure_mobile_quickPay	SMB	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileQuickPayFlow'	message__feature__feature_step_name = 'otpFailure'
TRUE	OTP_failure_mobile_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileQuickPayFlow'	message__feature__feature_step_name = 'otpFailure'
TRUE	OTP_start_core	MySpectrum	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'coreChoosePayment'
TRUE	OTP_start_core_full	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'
TRUE	OTP_start_core_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'
TRUE	OTP_start_core_quickPay	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'
TRUE	OTP_start_core_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'
TRUE	OTP_start_legacy	MySpectrum	m1				visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStart'	message__feature__feature_name = 'oneTimePaymentStart'
TRUE	OTP_start_legacy	SMB	m1				visit__application_details__application_name = 'SMB'	message__name = 'featureStart'	message__feature__feature_name = 'oneTimePayment'
FALSE	OTP_start_legacy	SpecMobile	m1				visit__application_details__application_name = 'SpecMobile'	message__name = 'featureStart'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name = 'oneTimePaymentStart'
TRUE	OTP_start_legacy	SpecNet	m1				visit__application_details__application_name = 'SpecNet'	message__name = 'featureStart'	message__feature__feature_name = 'oneTimePayment'
TRUE	OTP_start_mobile	MySpectrum	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'mobileChoosePayment'
TRUE	OTP_start_mobile_full	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'
TRUE	OTP_start_mobile_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'
TRUE	OTP_start_mobile_quickPay	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileQuickPayFlow'
TRUE	OTP_start_mobile_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStart'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileQuickPayFlow'
TRUE	OTP_start_modal	MySpectrum	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'MySpectrum'	message__name = 'modalView'	state__view__modal__name = 'bottomSheetMakePayment'	message__feature__feature_name = 'oneTimePayment'
TRUE	OTP_submit_core	MySpectrum	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'coreMakePaymentConfirm'	message__feature__feature_name = 'oneTimePayment'
TRUE	OTP_submit_core_full	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_core_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_core_quickPay	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_core_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_legacy	MySpectrum	m1				visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_legacy	SMB	m1				visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
FALSE	OTP_submit_legacy	SpecMobile	m1				visit__application_details__application_name = 'SpecMobile'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'makePayment'
TRUE	OTP_submit_legacy	SpecNet	m1				visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_mobile	MySpectrum	https://jira.charter.com/browse/XGANALYTIC-25828				visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'mobileMakePaymentConfirm'	message__feature__feature_name = 'oneTimePayment'
TRUE	OTP_submit_mobile_full	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_mobile_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_mobile_quickPay	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileQuickPayFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_submit_mobile_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileQuickPayFlow'	state__view__current_page__elements__standardized_name = 'makePaymentConfirm'
TRUE	OTP_success_core	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name in ('paymentSuccess', 'paymentSuccessQuickPay')
TRUE	OTP_success_core_full	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'	message__feature__feature_step_name in ('otpSuccess', 'otpApSuccess', 'otpNoApSuccess', 'otpPaperSuccess', 'otpNoPaperSuccess')
TRUE	OTP_success_core_full	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreLegacyFlow'	message__feature__feature_step_name in ('otpSuccess', 'otpApSuccess', 'otpNoApSuccess', 'otpPaperSuccess', 'otpNoPaperSuccess')
TRUE	OTP_success_core_quickPay	SMB	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'	message__feature__feature_step_name in ('otpSuccess', 'otpApSuccess', 'otpNoApSuccess', 'otpPaperSuccess', 'otpNoPaperSuccess')
TRUE	OTP_success_core_quickPay	SpecNet	https://jira.charter.com/browse/XGANALYTIC-25828	Need to validate, and ensure the payment flow type, (legacy or quickpay), is passing in feature_name			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'coreQuickPayFlow'	message__feature__feature_step_name in ('otpSuccess', 'otpApSuccess', 'otpNoApSuccess', 'otpPaperSuccess', 'otpNoPaperSuccess')
TRUE	OTP_success_legacy	SMB	m1				visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name = 'paymentSuccess'
FALSE	OTP_success_legacy	SpecMobile	m1				visit__application_details__application_name = 'SpecMobile'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name = 'paymentSuccess'
TRUE	OTP_success_legacy	SpecNet	m1				visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name = 'paymentSuccess'
TRUE	OTP_success_mobile	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'featureStop'	message__feature__feature_name = 'oneTimePayment'	message__feature__feature_step_name in ('mobilePaymentSuccess', 'mobilePaymentPending')
TRUE	OTP_success_mobile_full	SMB					visit__application_details__application_name = 'SMB'	message__name = 'featureStop'	message__feature__featuretype = 'oneTimePayment'	message__feature__feature_name = 'mobileLegacyFlow'	message__feature__feature_step_name = 'otpSuccess'
